isWon,        total_diff,        break_pos1,        break_pos2,        break_pos3,        break_pos4,        win_in_set,        cur_diff,         ace,        utc_fore,        utc_back,        break_racial,        dis_total,        dis_lstgame,        dis_lst3pts,        dis_lstpt,        rallycnt
0,-1,0,0,0,0,0,0,0,0,0,0.0,10.372,0.0,10.372,10.372,4
1,0,1,0,0,0,0,-1,1,0,0,0.0,11.541,1.169,11.541,1.169,1
1,1,2,0,0,0,0,0,0,0,0,0.0,20.636,10.264,20.636,9.095,3
1,2,3,0,0,0,0,1,0,0,0,0.0,22.426,12.054,12.054,1.79,1
1,3,4,0,0,0,0,2,1,0,0,0.0,23.223,12.851,11.682,0.797,1
0,2,0,0,0,0,1,0,0,0,0,0.0,29.311,0.0,8.675,6.088,1
0,1,0,0,0,0,1,-1,0,0,0,0.0,49.147,19.836,26.721,19.836,5
1,2,0,0,0,0,1,-2,0,0,0,0.25,78.148,48.837,54.925,29.001,10
0,1,0,0,0,0,1,-1,0,0,0,0.2,78.824,49.513,49.513,0.676,1
0,0,0,0,0,0,1,-2,0,0,0,0.166667,80.386,51.075,31.239,1.562,1
0,1,0,0,0,0,1,0,0,0,0,0.166667,87.678,0.0,9.53,7.292,1
1,2,0,1,0,0,1,1,0,0,0,0.166667,109.718,22.04,30.894,22.04,7
0,1,0,1,0,0,1,2,0,0,0,0.166667,114.0,26.322,33.614,4.282,2
1,2,0,2,0,0,1,1,0,1,0,0.166667,119.774,32.096,32.096,5.774,3
1,3,0,3,0,0,1,2,0,1,0,0.166667,125.546,37.868,15.828,5.772,3
0,2,0,0,0,0,2,0,0,0,0,0.142857,161.266,0.0,47.266,35.72,9
0,1,0,0,0,0,2,-1,0,0,0,0.125,167.63,6.364,47.856,6.364,1
0,0,0,0,0,0,2,-2,0,0,0,0.111111,168.621,7.355,43.075,0.991,1
0,-1,0,0,0,0,2,-3,0,0,0,0.1,179.541,18.275,18.275,10.92,1
0,0,0,0,0,0,2,0,0,0,0,0.1,208.773,0.0,41.143,29.232,0
1,1,0,0,1,0,2,1,0,1,0,0.1,228.426,19.653,59.805,19.653,5
1,2,0,0,2,0,2,2,1,0,0,0.1,229.545,20.772,50.004,1.119,1
0,1,0,0,2,0,2,3,0,0,0,0.1,252.839,44.066,44.066,23.294,8
1,2,0,0,3,0,2,2,0,1,0,0.1,267.605,58.832,39.179,14.766,5
0,1,0,0,0,0,3,0,0,0,0,0.0909091,267.605,0.0,38.06,0.0,0
0,0,0,0,0,0,3,-1,0,0,0,0.0833333,309.402,41.797,56.563,41.797,13
0,-1,0,0,0,0,3,-2,0,0,0,0.0769231,361.245,93.64,93.64,51.843,9
0,-2,0,0,0,0,3,-3,0,0,0,0.0714286,370.716,103.111,103.111,9.471,3
0,-1,0,0,0,0,3,0,1,0,0,0.0714286,370.716,0.0,61.314,0.0,1
1,0,0,0,0,1,3,1,1,0,0,0.0714286,371.454,0.738,10.209,0.738,1
1,1,0,0,0,2,3,2,1,0,0,0.0714286,372.687,1.971,1.971,1.233,1
0,0,0,0,0,2,3,3,0,0,0,0.0714286,392.166,21.45,21.45,19.479,6
1,1,0,0,0,3,3,2,1,0,0,0.0714286,393.153,22.437,21.699,0.987,1
0,2,0,0,0,0,4,0,0,0,1,0.0666667,393.153,0.0,20.466,0.0,0
1,3,0,0,0,0,4,1,0,0,0,0.125,428.885,35.732,36.719,35.732,12
0,2,0,0,0,0,4,2,0,0,0,0.117647,438.528,45.375,45.375,9.643,3
0,1,0,0,0,0,4,1,0,0,0,0.111111,461.798,68.645,68.645,23.27,7
1,2,0,0,0,0,4,0,0,0,0,0.157895,476.84,83.687,47.955,15.042,4
0,1,0,0,0,0,4,1,0,0,0,0.15,477.77,84.617,39.242,0.93,1
1,2,0,0,0,0,4,0,0,0,0,0.190476,496.977,103.824,35.179,19.207,8
0,1,0,0,0,0,4,1,0,0,0,0.181818,520.892,127.739,44.052,23.915,5
0,0,0,0,0,0,4,0,0,0,0,0.173913,525.169,132.016,47.399,4.277,1
0,-1,0,0,0,0,4,-1,0,0,0,0.166667,529.252,136.099,32.275,4.083,1
0,0,0,0,0,0,4,0,1,0,0,0.166667,530.193,0.0,9.301,0.941,1
0,-1,0,0,0,0,4,1,0,0,0,0.166667,531.109,0.916,5.94,0.916,0
0,-2,0,0,0,0,4,0,0,0,0,0.166667,555.615,25.422,26.363,24.506,8
1,-1,0,0,0,1,4,-1,1,0,0,0.166667,556.452,26.259,26.259,0.837,1
1,0,0,0,0,2,4,0,1,0,0,0.166667,557.285,27.092,26.176,0.833,1
1,1,0,0,0,3,4,1,0,1,0,0.166667,570.148,39.955,14.533,12.863,3
0,2,0,0,0,0,5,0,0,0,0,0.16,602.643,0.0,46.191,32.495,12
0,1,0,0,0,0,5,1,0,0,0,0.153846,620.432,17.789,63.147,17.789,5
0,0,0,0,0,0,5,0,0,0,0,0.148148,631.377,28.734,61.229,10.945,3
0,-1,0,0,0,0,5,-1,0,0,0,0.142857,654.384,51.741,51.741,23.007,7
0,-2,0,0,0,0,5,-2,0,0,0,0.137931,657.395,54.752,36.963,3.011,1
0,-1,0,0,0,0,5,0,1,0,0,0.137931,667.554,0.0,36.177,10.159,1
1,0,0,0,0,1,5,1,0,0,0,0.137931,672.113,4.559,17.729,4.559,1
1,1,0,0,0,2,5,2,0,0,0,0.137931,675.834,8.28,18.439,3.721,1
1,2,0,0,0,3,5,3,1,0,0,0.137931,676.667,9.113,9.113,0.833,1
0,1,0,0,0,0,6,0,0,0,0,0.133333,676.76,0.0,4.647,0.093,1
0,0,0,0,0,0,6,-1,0,0,0,0.129032,692.462,15.702,16.628,15.702,5
0,-1,0,0,0,0,6,-2,0,0,0,0.125,696.013,19.253,19.346,3.551,1
1,0,0,0,0,0,6,-3,0,1,0,0.151515,707.978,31.218,31.218,11.965,4
0,-1,0,0,0,0,6,-2,0,0,0,0.147059,713.148,36.388,20.686,5.17,1
0,0,0,0,0,0,6,0,0,0,0,0.147059,722.728,0.0,26.715,9.58,3
0,-1,0,0,0,0,6,1,0,0,0,0.142857,748.759,26.031,40.781,26.031,3
1,0,0,0,0,0,6,0,0,1,0,0.166667,767.272,44.544,54.124,18.513,8
0,-1,0,0,0,0,6,1,0,0,0,0.166667,802.983,80.255,80.255,35.711,12
1,0,0,0,0,1,6,0,0,1,0,0.166667,816.912,94.184,68.153,13.929,5
0,-1,0,0,0,1,6,1,0,0,0,0.162162,824.424,101.696,57.152,7.512,3
1,0,0,0,0,1,6,0,0,0,0,0.184211,869.512,146.784,66.529,45.088,12
1,1,0,0,0,2,6,1,1,0,0,0.184211,873.203,150.475,56.291,3.691,1
1,2,0,0,0,3,6,2,0,0,1,0.184211,882.587,159.859,58.163,9.384,3
0,1,0,0,0,3,6,3,0,0,0,0.179487,883.368,160.64,13.856,0.781,0
0,0,0,0,0,3,6,2,0,0,0,0.175,892.11,169.382,18.907,8.742,3
1,1,0,0,0,4,6,1,0,0,0,0.175,909.295,186.567,26.708,17.185,3
0,0,0,0,0,0,7,0,0,0,0,0.170732,920.319,0.0,36.951,11.024,3
0,-1,0,0,0,0,0,-1,0,0,0,0.166667,924.759,4.44,32.649,4.44,1
1,0,0,0,0,0,0,-2,0,0,0,0.186047,942.434,22.115,33.139,17.675,6
0,-1,0,0,0,0,0,-1,0,0,0,0.181818,963.823,43.504,43.504,21.389,7
1,0,0,0,0,0,0,-2,0,0,0,0.2,966.748,46.429,41.989,2.925,2
0,-1,0,0,0,0,0,-1,0,0,0,0.195652,978.326,58.007,35.892,11.578,3
0,0,0,0,0,0,0,0,1,0,0,0.195652,979.602,0.0,15.779,1.276,1
1,1,1,0,0,0,0,1,0,0,0,0.195652,998.516,18.914,31.768,18.914,5
0,0,1,0,0,0,0,2,0,0,0,0.195652,1029.0,49.394,50.67,30.48,8
1,1,2,0,0,0,0,1,0,0,0,0.195652,1032.6,52.999,52.999,3.605,1
1,2,3,0,0,0,0,2,0,1,0,0.195652,1049.4,69.8,50.886,16.801,5
0,3,0,0,0,0,1,0,0,1,0,0.191489,1083.85,0.0,54.852,34.446,14
1,4,0,0,0,0,1,1,0,0,0,0.208333,1102.86,19.01,70.257,19.01,4
0,3,0,0,0,0,1,2,0,0,0,0.204082,1121.86,38.008,72.454,18.998,5
1,4,0,0,0,0,1,1,0,0,0,0.22,1134.81,50.963,50.963,12.955,4
1,5,0,0,0,0,1,2,0,0,0,0.235294,1157.39,73.547,54.537,22.584,8
0,4,0,0,0,0,2,0,0,0,0,0.235294,1167.39,0.0,45.536,9.997,4
1,5,0,1,0,0,2,-1,0,0,0,0.235294,1176.93,9.543,42.124,9.543,0
1,6,0,2,0,0,2,0,1,0,0,0.235294,1177.82,10.428,20.425,0.885,1
0,5,0,2,0,0,2,1,0,0,0,0.235294,1185.37,17.982,17.982,7.554,2
1,6,0,3,0,0,2,0,0,0,0,0.235294,1206.67,39.278,29.735,21.296,5
1,7,0,4,0,0,2,1,0,1,0,0.235294,1217.78,50.39,39.962,11.112,3
0,8,0,0,0,0,3,0,0,0,0,0.230769,1219.35,0.0,33.977,1.569,0
0,7,0,0,0,0,3,1,0,0,0,0.226415,1231.09,11.739,24.42,11.739,3
0,6,0,0,0,0,3,0,0,0,0,0.222222,1232.58,13.229,14.798,1.49,1
0,5,0,0,0,0,3,-1,0,0,0,0.218182,1233.58,14.225,14.225,0.996,1
0,4,0,0,0,0,3,-2,0,0,0,0.214286,1249.84,30.491,18.752,16.266,5
0,3,0,0,0,0,3,0,0,0,0,0.214286,1275.88,0.0,43.303,26.041,8
0,2,0,0,0,0,3,-1,0,0,0,0.214286,1310.51,34.632,76.939,34.632,10
1,3,0,0,1,0,3,-2,0,1,0,0.214286,1317.22,41.339,67.38,6.707,3
1,4,0,0,2,0,3,-1,0,0,0,0.214286,1320.58,44.693,44.693,3.354,1
1,5,0,0,3,0,3,0,0,0,0,0.214286,1321.79,45.905,11.273,1.212,1
1,6,0,0,4,0,3,1,1,0,0,0.214286,1325.54,49.654,8.315,3.749,1
0,5,0,0,0,0,4,0,0,0,0,0.210526,1335.64,0.0,15.068,10.107,3
1,6,0,0,0,0,4,-1,0,0,0,0.224138,1337.45,1.803,15.659,1.803,0
0,5,0,0,0,0,4,0,0,0,0,0.220339,1352.99,17.344,27.451,15.541,0
0,4,0,0,0,0,4,-1,0,0,0,0.216667,1355.76,20.112,20.112,2.768,1
0,3,0,0,0,0,4,-2,0,0,0,0.213115,1356.35,20.701,18.898,0.589,1
0,4,0,0,0,0,4,0,1,0,0,0.213115,1357.36,0.0,4.367,1.01,1
0,3,0,0,0,0,4,1,0,0,0,0.213115,1378.1,20.748,22.347,20.748,8
1,4,0,0,0,1,4,0,0,0,0,0.213115,1398.14,40.781,41.791,20.033,5
1,5,0,0,0,2,4,1,1,0,0,0.213115,1398.72,41.37,41.37,0.589,1
1,6,0,0,0,3,4,2,0,0,0,0.213115,1400.45,43.097,22.349,1.727,1
0,5,0,0,0,0,5,0,0,0,0,0.209677,1410.78,0.0,12.648,10.332,3
0,4,0,0,0,0,5,-1,0,0,0,0.206349,1412.94,2.152,14.211,2.152,1
1,5,0,0,0,0,5,-2,0,0,1,0.21875,1425.84,15.059,25.391,12.907,4
0,4,0,0,0,0,5,-1,0,0,0,0.215385,1429.53,18.741,18.741,3.682,1
0,3,0,0,0,0,5,-2,0,0,0,0.212121,1430.65,19.865,17.713,1.124,1
0,2,0,0,0,0,5,0,0,0,0,0.212121,1450.83,0.0,24.988,20.182,4
1,3,0,0,0,1,5,-1,1,0,0,0.212121,1451.82,0.991,22.297,0.991,1
0,2,0,0,0,1,5,0,0,0,0,0.212121,1483.94,33.104,53.286,32.113,8
1,3,0,0,0,2,5,-1,0,0,0,0.212121,1486.27,35.443,35.443,2.339,1
1,4,0,0,0,3,5,0,0,0,0,0.212121,1503.88,53.048,52.057,17.605,3
1,5,0,0,0,4,5,1,1,0,0,0.212121,1514.58,63.752,30.648,10.704,1
0,4,0,0,0,0,6,0,0,0,0,0.208955,1523.01,0.0,36.731,8.422,3
0,3,0,0,0,0,0,-1,0,0,0,0.205882,1534.76,11.753,30.879,11.753,5
0,2,0,0,0,0,0,-2,0,0,0,0.202899,1546.8,23.792,32.214,12.039,3
1,3,0,0,0,0,0,-3,0,0,0,0.214286,1548.94,25.94,25.94,2.148,0
0,2,0,0,0,0,0,-2,0,0,0,0.211268,1554.49,31.481,19.728,5.541,3
0,1,0,0,0,0,0,0,0,0,0,0.211268,1602.13,0.0,55.331,47.642,16
1,2,1,0,0,0,0,-1,0,1,0,0.211268,1622.93,20.802,73.985,20.802,9
1,3,2,0,0,0,0,0,1,0,0,0.211268,1623.78,21.656,69.298,0.854,1
1,4,3,0,0,0,0,1,0,0,1,0.211268,1636.33,34.201,34.201,12.545,5
1,5,4,0,0,0,0,2,0,0,0,0.211268,1641.52,39.391,18.589,5.19,1
0,4,0,0,0,0,1,0,0,0,0,0.208333,1646.0,0.0,22.213,4.478,1
0,3,0,0,0,0,1,-1,0,0,0,0.205479,1657.78,11.779,21.447,11.779,3
0,2,0,0,0,0,1,-2,0,0,0,0.202703,1699.39,53.395,57.873,41.616,11
0,1,0,0,0,0,1,-3,0,0,0,0.2,1700.29,54.292,54.292,0.897,1
0,2,0,0,0,0,1,0,0,0,0,0.2,1705.13,0.0,47.351,4.838,1
1,3,0,1,0,0,1,1,0,0,0,0.2,1718.02,12.891,18.626,12.891,3
0,2,0,1,0,0,1,2,0,0,0,0.2,1725.15,20.025,24.863,7.134,2
1,3,0,2,0,0,1,1,0,0,0,0.2,1728.48,23.354,23.354,3.329,1
1,4,0,3,0,0,1,2,1,0,0,0.2,1732.68,27.551,14.66,4.197,1
0,3,0,0,0,0,2,0,0,0,0,0.197368,1760.72,0.0,35.566,28.04,0
1,4,0,0,0,0,2,-1,0,0,0,0.207792,1772.51,11.797,44.034,11.797,4
0,3,0,0,0,0,2,0,0,0,0,0.205128,1777.81,17.089,45.129,5.292,1
0,2,0,0,0,0,2,-1,0,0,0,0.202532,1790.73,30.016,30.016,12.927,3
1,3,0,0,0,0,2,-2,0,0,0,0.2125,1805.11,44.389,32.592,14.373,6
1,4,0,0,0,0,2,-1,0,0,0,0.222222,1839.36,78.644,61.555,34.255,10
1,5,0,0,0,0,2,0,0,0,0,0.231707,1856.38,95.666,65.65,17.022,4
1,6,0,0,0,0,2,1,0,0,0,0.240964,1886.85,126.129,81.74,30.463,10
0,7,0,0,0,0,3,0,0,0,0,0.240964,1889.86,0.0,50.499,3.014,1
1,8,0,0,1,0,3,1,1,0,0,0.240964,1889.86,0.0,33.477,0.0,1
1,9,0,0,2,0,3,2,0,0,0,0.240964,1903.63,13.769,16.783,13.769,3
1,10,0,0,3,0,3,3,0,0,0,0.240964,1903.63,13.769,13.769,0.0,0
0,9,0,0,0,0,4,0,0,0,0,0.238095,1918.51,0.0,28.648,14.879,5
1,10,0,0,0,0,4,-1,0,0,0,0.247059,1923.2,4.687,19.566,4.687,0
0,9,0,0,0,0,4,0,0,0,0,0.244186,1936.57,18.057,32.936,13.37,3
0,8,0,0,0,0,4,-1,0,0,0,0.241379,1945.06,26.552,26.552,8.495,1
0,7,0,0,0,0,4,-2,0,0,0,0.238636,1945.9,27.388,22.701,0.836,1
0,8,0,0,0,0,4,0,0,0,0,0.238636,1950.8,0.0,14.238,4.907,1
1,9,0,0,0,1,4,1,0,0,0,0.238636,1962.91,12.102,17.845,12.102,3
0,8,0,0,0,1,4,2,0,0,0,0.238636,1963.96,13.152,18.059,1.05,0
1,9,0,0,0,2,4,1,1,0,0,0.238636,1964.73,13.925,13.925,0.773,1
0,8,0,0,0,2,4,2,0,0,0,0.238636,1971.53,20.728,8.626,6.803,2
0,7,0,0,0,2,4,1,0,0,0,0.238636,1992.99,42.187,29.035,21.459,6
0,6,0,0,0,2,4,0,0,0,0,0.238636,1999.11,48.307,34.382,6.12,2
1,7,0,0,0,3,4,-1,1,0,0,0.238636,1999.82,49.017,28.289,0.71,1
0,6,0,0,0,3,4,0,0,0,0,0.238636,2014.21,63.406,21.219,14.389,4
1,7,0,0,0,4,4,-1,0,0,1,0.238636,2035.08,84.281,35.974,20.875,7
1,8,0,0,0,5,4,0,0,0,0,0.238636,2052.92,102.113,53.096,17.832,5
1,9,0,0,0,6,4,1,0,0,0,0.238636,2064.06,113.258,49.852,11.145,3
0,8,0,0,0,0,5,0,0,0,0,0.235955,2064.06,0.0,28.977,0.0,0
0,7,0,0,0,0,5,-1,0,0,0,0.233333,2067.04,2.977,14.122,2.977,1
1,8,0,0,0,0,5,-2,0,0,0,0.241758,2068.65,4.591,4.591,1.614,0
0,7,0,0,0,0,5,-1,0,0,0,0.23913,2073.05,8.985,8.985,4.394,1
0,6,0,0,0,0,5,-2,0,0,0,0.236559,2073.67,9.606,6.629,0.621,1
0,7,0,0,0,0,5,0,0,0,0,0.236559,2079.68,0.0,11.026,6.011,1
1,8,0,0,0,1,5,1,1,0,0,0.236559,2080.66,0.981,7.613,0.981,1
1,9,0,0,0,2,5,2,0,1,0,0.236559,2095.04,15.363,21.374,14.382,5
1,10,0,0,0,3,5,3,0,0,0,0.236559,2104.29,24.609,24.609,9.246,3
0,-1,0,0,0,0,0,0,0,0,0,0.234043,2104.29,0.0,23.628,0.0,0
1,0,0,0,0,0,0,-1,0,0,0,0.242105,2109.74,5.454,14.7,5.454,2
1,1,0,0,0,0,0,0,0,0,0,0.25,2127.71,23.425,23.425,17.971,6
0,0,0,0,0,0,0,1,0,0,0,0.247423,2164.93,60.646,60.646,37.221,11
1,1,0,0,0,0,0,0,0,0,0,0.255102,2170.21,65.919,60.465,5.273,2
1,2,0,0,0,0,0,1,0,0,0,0.262626,2190.3,86.017,62.592,20.098,2
0,3,0,0,0,0,1,0,1,0,0,0.262626,2191.41,0.0,26.474,1.103,1
0,2,0,0,0,0,1,1,0,0,0,0.262626,2192.54,1.131,22.332,1.131,0
1,3,1,0,0,0,1,0,0,0,0,0.262626,2200.27,8.859,9.962,7.728,3
0,2,1,0,0,0,1,1,0,0,0,0.262626,2219.73,28.32,28.32,19.461,6
0,1,1,0,0,0,1,0,0,0,0,0.262626,2227.22,35.811,34.68,7.491,2
1,2,2,0,0,0,1,-1,0,0,1,0.262626,2265.77,74.367,65.508,38.556,11
0,1,2,0,0,0,1,0,0,0,0,0.262626,2269.05,77.647,49.327,3.28,2
1,2,3,0,0,0,1,-1,0,1,0,0.262626,2275.53,84.123,48.312,6.476,3
1,3,4,0,0,0,1,0,0,0,0,0.262626,2278.9,87.491,13.124,3.368,1
1,4,5,0,0,0,1,1,0,0,0,0.262626,2283.0,91.594,13.947,4.103,1
0,3,0,0,0,0,2,0,0,0,0,0.26,2294.22,0.0,18.688,11.217,3
0,2,0,0,0,0,2,-1,0,0,0,0.257426,2295.95,1.732,17.052,1.732,1
0,1,0,0,0,0,2,-2,0,0,0,0.254902,2323.79,29.573,40.79,27.841,5
1,2,0,0,0,0,2,-3,0,0,0,0.262136,2332.82,38.603,38.603,9.03,2
1,3,0,0,0,0,2,-2,0,1,0,0.269231,2351.29,57.074,55.342,18.471,4
0,2,0,0,0,0,2,-1,0,0,0,0.266667,2358.98,64.766,35.193,7.692,1
0,3,0,0,0,0,2,0,0,0,0,0.266667,2382.66,0.0,49.842,23.679,9
1,4,0,1,0,0,2,1,0,1,0,0.266667,2404.26,21.595,52.966,21.595,7
1,5,0,2,0,0,2,2,0,1,0,0.266667,2411.13,28.466,52.145,6.871,3
1,6,0,3,0,0,2,3,1,0,0,0.266667,2412.11,29.442,29.442,0.976,1
0,5,0,0,0,0,3,0,0,0,0,0.264151,2417.47,0.0,13.212,5.365,1
1,6,0,0,0,0,3,-1,0,0,0,0.271028,2419.15,1.679,8.02,1.679,0
0,5,0,0,0,0,3,0,0,0,0,0.268519,2419.9,2.426,7.791,0.747,1
1,6,0,0,0,0,3,-1,0,0,0,0.275229,2430.83,13.364,13.364,10.938,2
0,5,0,0,0,0,3,0,0,0,0,0.272727,2441.62,24.152,22.473,10.788,3
0,4,0,0,0,0,3,-1,0,0,0,0.27027,2445.87,28.402,25.976,4.25,1
0,5,0,0,0,0,3,0,1,0,0,0.27027,2450.3,0.0,19.462,4.424,1
1,6,0,0,1,0,3,1,0,0,0,0.27027,2454.92,4.627,13.301,4.627,1
1,7,0,0,2,0,3,2,0,0,0,0.27027,2480.63,30.335,34.759,25.708,7
1,8,0,0,3,0,3,3,0,0,0,0.27027,2482.93,32.632,32.632,2.297,1
0,7,0,0,0,0,4,0,0,0,0,0.267857,2488.06,0.0,33.134,5.129,1
1,8,0,0,0,0,4,-1,0,1,0,0.274336,2499.34,11.281,18.707,11.281,4
0,7,0,0,0,0,4,0,0,0,0,0.27193,2503.25,15.188,20.317,3.907,1
0,6,0,0,0,0,4,-1,0,0,0,0.269565,2507.04,18.983,18.983,3.795,1
1,7,0,0,0,0,4,-2,0,0,0,0.275862,2523.22,35.166,23.885,16.183,4
0,6,0,0,0,0,4,-1,0,0,0,0.273504,2524.14,36.087,20.899,0.921,1
0,7,0,0,0,0,4,0,0,0,0,0.273504,2535.07,0.0,28.033,10.929,3
1,8,0,0,0,1,4,1,1,0,0,0.273504,2535.98,0.905,12.755,0.905,1
1,9,0,0,0,2,4,2,0,1,0,0.273504,2559.01,23.932,34.861,23.027,7
1,10,0,0,0,3,4,3,1,0,0,0.273504,2561.69,26.618,26.618,2.686,1
0,9,0,0,0,0,5,0,0,0,0,0.271186,2566.28,0.0,30.3,4.587,1
0,8,0,0,0,0,5,-1,0,0,0,0.268908,2608.52,42.243,49.516,42.243,13
0,7,0,0,0,0,5,-2,0,0,0,0.266667,2629.39,63.114,67.701,20.871,5
1,8,0,0,0,0,5,-3,0,0,0,0.272727,2638.23,71.952,71.952,8.838,2
0,7,0,0,0,0,5,-2,0,0,0,0.270492,2654.19,87.913,45.67,15.961,3
0,6,0,0,0,0,5,0,0,0,0,0.270492,2661.43,0.0,32.034,7.235,2
1,7,0,0,0,1,5,-1,0,0,0,0.270492,2676.1,14.668,37.864,14.668,3
0,6,0,0,0,1,5,0,0,0,0,0.270492,2690.12,28.696,35.931,14.028,4
1,7,0,0,0,2,5,-1,0,0,0,0.270492,2693.62,32.192,32.192,3.496,1
1,8,0,0,0,3,5,0,0,0,0,0.270492,2754.83,93.4,78.732,61.208,13
1,9,0,0,0,4,5,1,1,0,0,0.270492,2755.5,94.074,65.378,0.674,1
0,8,0,0,0,0,6,0,0,0,0,0.268293,2762.12,0.0,68.504,6.622,1
0,7,0,0,0,0,0,-1,0,0,0,0.266129,2768.7,6.576,13.872,6.576,1
0,6,0,0,0,0,0,-2,0,0,0,0.264,2770.16,8.039,14.661,1.463,1
0,5,0,0,0,0,0,-3,0,0,0,0.261905,2774.63,12.502,12.502,4.463,1
