real_data,pre_data
0,0.709248837
50,0.709248837
0,0.709248837
50,0.709248837
0,0.709248837
100,0.709248837
0,0.709248837
100,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.034359738
0,0.034359738
0,0.337567762
0,0.337567762
0,0.337567762
0,0.337567762
100,0.337567762
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
100,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
100,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.333779176
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.709248837
100,0.709248837
0,0.709248837
50,0.337567762
0,0.337567762
100,0.337567762
0,0.337567762
50,0.337567762
0,0.337567762
50,0.337567762
0,0.337567762
0,0.337567762
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0
0,0
100,0
0,0
50,0
0,0
100,0
0,0
0,0
0,0
100,0
0,0
100,0
0,0
50,0
0,0
50,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
50,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.709248837
100,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
50,0.709248837
0,0.709248837
100,0.709248837
0,0.709248837
50,0.034359738
0,0.034359738
100,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
100,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.034359738
0,0.709248837
0,0.709248837
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.709248837
0,0.709248837
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
100,0
0,0
0,0
0,0
100,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0.333779176
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.333779176
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.337567762
0,0.337567762
0,0.337567762
0,0.337567762
0,0.337567762
100,0.337567762
0,0.034359738
100,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.695139996
0,0.695139996
0,0.695139996
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
50,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
0,0
0,0
50,0
0,0
50,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,1.191120255
0,0
0,1.1808
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,1.1808
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.333779176
0,0.323458921
0,1.504258921
0,0.323458921
0,1.504258921
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.709248837
0,0.709248837
0,0.337567762
0,0.337567762
0,0.337567762
0,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.709248837
0,0.034359738
0,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,1.1808
0,0
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,1.504258921
0,0.323458921
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.1808
0,0
0,0
0,0.010320255
0,0
0,0
0,1.1808
0,0
0,0
0,0
0,1.1808
0,0
0,1.1808
0,0
0,1.1808
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,1.1808
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,1.1808
0,0
0,0
0,0
0,0
0,0
0,1.191120255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,1.191120255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,1.191120255
0,0
0,0.010320255
0,0.010320255
0,1.191120255
0,0
0,1.1808
0,0
0,0.010320255
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0.709248837
100,0.709248837
0,0.709248837
50,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
100,0.709248837
0,0.337567762
100,0.337567762
0,0.337567762
50,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
0,0.034359738
0,0.709248837
100,0.709248837
0,0.034359738
100,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
100,0.034359738
0,0.709248837
50,0.034359738
0,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
50,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
50,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
50,0
0,0
50,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
50,0.010320255
0,0
50,0
0,0
100,0.010320255
0,0
50,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.333779176
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
50,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
100,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.333779176
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0.709248837
100,0.709248837
0,0.709248837
50,0.337567762
0,0.337567762
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
50,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
0,0.709248837
50,0.709248837
0,0.709248837
0,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
50,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.674889099
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.674889099
0,0.674889099
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
50,0
0,0
50,0
0,0
0,0
0,0
100,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
100,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.709248837
50,0.034359738
0,0.337567762
50,0.337567762
0,0.337567762
100,0.337567762
0,0.337567762
50,0.337567762
0,0.337567762
50,0.337567762
0,0.337567762
0,0.337567762
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
100,0.034359738
0,0.034359738
50,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0.034359738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
100,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
100,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
100,0
0,0
50,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0.333779176
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0.323458921
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0
0,0
0,0.010320255
100,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
50,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
50,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0.010320255
0,0.010320255
0,0
0,0.010320255
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.010320255
0,0
